Orthogroup	Curation-VF-230214.PC.clean.renamed.csq.longest.prot	NIC58.longest.prot	c_elegans.PRJNA13758.WS279.protein_coding.longest.prot
OG0000000	transcript_QX1410.1012.1, transcript_QX1410.1019.1, transcript_QX1410.10678.1, transcript_QX1410.10698.1, transcript_QX1410.10701.1, transcript_QX1410.10800.1, transcript_QX1410.10863.1, transcript_QX1410.10870.1, transcript_QX1410.10871.1, transcript_QX1410.10875.1, transcript_QX1410.11031.1, transcript_QX1410.11079.1, transcript_QX1410.11080.1, transcript_QX1410.11085.1, transcript_QX1410.11110.1, transcript_QX1410.11258.1, transcript_QX1410.11279.1, transcript_QX1410.11364.1, transcript_QX1410.11572.1, transcript_QX1410.11723.1, transcript_QX1410.11775.1, transcript_QX1410.12860.1, transcript_QX1410.12862.1, transcript_QX1410.12863.1, transcript_QX1410.12953.1, transcript_QX1410.13060.1, transcript_QX1410.13064.1, transcript_QX1410.13263.1, transcript_QX1410.13532.1, transcript_QX1410.13709.1, transcript_QX1410.13733.1, transcript_QX1410.13734.1, transcript_QX1410.13766.1, transcript_QX1410.13822.1, transcript_QX1410.14217.1, transcript_QX1410.14252.1, transcript_QX1410.14377.1, transcript_QX1410.14417.1, transcript_QX1410.14577.1, transcript_QX1410.14598.1, transcript_QX1410.14678.1, transcript_QX1410.14863.1, transcript_QX1410.14894.1, transcript_QX1410.15087.1, transcript_QX1410.15169.1, transcript_QX1410.15271.1, transcript_QX1410.15485.1, transcript_QX1410.15493.1, transcript_QX1410.15661.1, transcript_QX1410.15683.1, transcript_QX1410.15789.1, transcript_QX1410.15806.1, transcript_QX1410.15834.1, transcript_QX1410.1599.1, transcript_QX1410.16001.1, transcript_QX1410.16041.1, transcript_QX1410.16094.1, transcript_QX1410.16114.1, transcript_QX1410.1612.1, transcript_QX1410.16126.1, transcript_QX1410.16141.1, transcript_QX1410.16191.1, transcript_QX1410.16326.1, transcript_QX1410.16342.1, transcript_QX1410.16556.1, transcript_QX1410.16700.1, transcript_QX1410.16751.1, transcript_QX1410.168.1, transcript_QX1410.16812.1, transcript_QX1410.16858.1, transcript_QX1410.16967.1, transcript_QX1410.17032.1, transcript_QX1410.1707.1, transcript_QX1410.17083.1, transcript_QX1410.17099.1, transcript_QX1410.17137.1, transcript_QX1410.17169.1, transcript_QX1410.17194.1, transcript_QX1410.17301.1, transcript_QX1410.17354.1, transcript_QX1410.17412.1, transcript_QX1410.17414.1, transcript_QX1410.17621.1, transcript_QX1410.17642.1, transcript_QX1410.17660.1, transcript_QX1410.17693.2, transcript_QX1410.17751.2, transcript_QX1410.17759.1, transcript_QX1410.17901.1, transcript_QX1410.18155.2, transcript_QX1410.18196.1, transcript_QX1410.18208.1, transcript_QX1410.18217.1, transcript_QX1410.18223.1, transcript_QX1410.18351.1, transcript_QX1410.18403.1, transcript_QX1410.18483.1, transcript_QX1410.18532.1, transcript_QX1410.1857.1, transcript_QX1410.18604.1, transcript_QX1410.18607.1, transcript_QX1410.18611.1, transcript_QX1410.18670.1, transcript_QX1410.18688.1, transcript_QX1410.18699.1, transcript_QX1410.18716.1, transcript_QX1410.18742.1, transcript_QX1410.18769.1, transcript_QX1410.18770.1, transcript_QX1410.18777.1, transcript_QX1410.18804.1, transcript_QX1410.1904.2, transcript_QX1410.19109.1, transcript_QX1410.19126.1, transcript_QX1410.19136.1, transcript_QX1410.19158.1, transcript_QX1410.19184.1, transcript_QX1410.19249.1, transcript_QX1410.19267.1, transcript_QX1410.19270.1, transcript_QX1410.19272.1, transcript_QX1410.19315.1, transcript_QX1410.19325.1, transcript_QX1410.19373.1, transcript_QX1410.19374.1, transcript_QX1410.1945.1, transcript_QX1410.19454.1, transcript_QX1410.19469.1, transcript_QX1410.19502.1, transcript_QX1410.19505.1, transcript_QX1410.19513.1, transcript_QX1410.1953.1, transcript_QX1410.1956.1, transcript_QX1410.19603.1, transcript_QX1410.19623.1, transcript_QX1410.19638.1, transcript_QX1410.19696.1, transcript_QX1410.19757.1, transcript_QX1410.19780.1, transcript_QX1410.19797.1, transcript_QX1410.20040.1, transcript_QX1410.2032.1, transcript_QX1410.20378.1, transcript_QX1410.20384.1, transcript_QX1410.20532.1, transcript_QX1410.2057.1, transcript_QX1410.20584.1, transcript_QX1410.2079.1, transcript_QX1410.20985.1, transcript_QX1410.21363.1, transcript_QX1410.21417.1, transcript_QX1410.21424.1, transcript_QX1410.21436.1, transcript_QX1410.21445.1, transcript_QX1410.21597.1, transcript_QX1410.21605.1, transcript_QX1410.21658.1, transcript_QX1410.21698.1, transcript_QX1410.2180.1, transcript_QX1410.2184.1, transcript_QX1410.22109.1, transcript_QX1410.2391.1, transcript_QX1410.2471.1, transcript_QX1410.2676.1, transcript_QX1410.2702.1, transcript_QX1410.279.1, transcript_QX1410.3024.1, transcript_QX1410.3042.1, transcript_QX1410.3184.1, transcript_QX1410.3474.1, transcript_QX1410.3479.1, transcript_QX1410.352.1, transcript_QX1410.3543.1, transcript_QX1410.3674.1, transcript_QX1410.3685.1, transcript_QX1410.3805.1, transcript_QX1410.3822.1, transcript_QX1410.3827.1, transcript_QX1410.3828.1, transcript_QX1410.3834.1, transcript_QX1410.3978.1, transcript_QX1410.4009.1, transcript_QX1410.4100.1, transcript_QX1410.4116.1, transcript_QX1410.4142.1, transcript_QX1410.4143.1, transcript_QX1410.4183.1, transcript_QX1410.4194.1, transcript_QX1410.4207.1, transcript_QX1410.4330.1, transcript_QX1410.4428.1, transcript_QX1410.4764.1, transcript_QX1410.4805.1, transcript_QX1410.4823.1, transcript_QX1410.4951.1, transcript_QX1410.5139.1, transcript_QX1410.5140.1, transcript_QX1410.519.1, transcript_QX1410.5329.1, transcript_QX1410.5462.1, transcript_QX1410.5481.1, transcript_QX1410.5687.1, transcript_QX1410.5865.1, transcript_QX1410.5973.1, transcript_QX1410.6096.1, transcript_QX1410.6140.1, transcript_QX1410.6285.1, transcript_QX1410.6535.1, transcript_QX1410.6558.1, transcript_QX1410.6623.1, transcript_QX1410.6636.1, transcript_QX1410.6875.1, transcript_QX1410.6881.2, transcript_QX1410.7045.1, transcript_QX1410.7168.1, transcript_QX1410.7240.1, transcript_QX1410.7241.1, transcript_QX1410.7515.1, transcript_QX1410.7516.1, transcript_QX1410.761.1, transcript_QX1410.768.1, transcript_QX1410.7714.1, transcript_QX1410.7742.1, transcript_QX1410.7839.1, transcript_QX1410.8215.1, transcript_QX1410.8254.1, transcript_QX1410.8264.1, transcript_QX1410.8319.1, transcript_QX1410.8635.1, transcript_QX1410.8685.1, transcript_QX1410.874.1, transcript_QX1410.8851.1, transcript_QX1410.8974.1, transcript_QX1410.8976.1, transcript_QX1410.8991.1, transcript_QX1410.9086.1, transcript_QX1410.9087.1, transcript_QX1410.9097.1, transcript_QX1410.9104.1, transcript_QX1410.919.1, transcript_QX1410.9540.1, transcript_QX1410.9560.1, transcript_QX1410.989.1		
OG0000001	transcript_QX1410.10719.1, transcript_QX1410.10793.1, transcript_QX1410.10917.1, transcript_QX1410.11081.1, transcript_QX1410.11155.1, transcript_QX1410.11156.1, transcript_QX1410.11529.1, transcript_QX1410.12010.1, transcript_QX1410.1234.1, transcript_QX1410.1236.1, transcript_QX1410.13211.1, transcript_QX1410.1324.1, transcript_QX1410.13683.1, transcript_QX1410.13881.2, transcript_QX1410.14197.1, transcript_QX1410.14287.1, transcript_QX1410.14749.1, transcript_QX1410.14750.1, transcript_QX1410.1491.1, transcript_QX1410.15507.1, transcript_QX1410.15515.1, transcript_QX1410.15516.1, transcript_QX1410.1556.1, transcript_QX1410.15679.1, transcript_QX1410.15709.2, transcript_QX1410.16146.1, transcript_QX1410.16427.1, transcript_QX1410.16428.1, transcript_QX1410.1677.1, transcript_QX1410.16969.1, transcript_QX1410.1787.1, transcript_QX1410.18275.1, transcript_QX1410.18365.1, transcript_QX1410.18546.1, transcript_QX1410.18619.1, transcript_QX1410.18781.2, transcript_QX1410.18939.1, transcript_QX1410.19056.1, transcript_QX1410.19819.1, transcript_QX1410.19918.1, transcript_QX1410.20172.1, transcript_QX1410.20836.1, transcript_QX1410.21089.1, transcript_QX1410.21521.1, transcript_QX1410.21522.1, transcript_QX1410.21523.1, transcript_QX1410.21703.1, transcript_QX1410.21704.1, transcript_QX1410.2178.1, transcript_QX1410.2973.1, transcript_QX1410.3029.1, transcript_QX1410.3886.1, transcript_QX1410.3948.1, transcript_QX1410.4042.1, transcript_QX1410.4136.1, transcript_QX1410.4189.1, transcript_QX1410.419.1, transcript_QX1410.4293.1, transcript_QX1410.4328.1, transcript_QX1410.4449.1, transcript_QX1410.4450.1, transcript_QX1410.4459.1, transcript_QX1410.4521.1, transcript_QX1410.4713.1, transcript_QX1410.476.1, transcript_QX1410.4973.1, transcript_QX1410.506.2, transcript_QX1410.5160.1, transcript_QX1410.556.1, transcript_QX1410.6027.1, transcript_QX1410.6136.1, transcript_QX1410.7353.1, transcript_QX1410.7665.1, transcript_QX1410.7677.1, transcript_QX1410.7687.1, transcript_QX1410.7688.1, transcript_QX1410.7689.1, transcript_QX1410.813.1, transcript_QX1410.814.2, transcript_QX1410.8216.1, transcript_QX1410.8217.1, transcript_QX1410.8322.1, transcript_QX1410.8499.1, transcript_QX1410.8666.1, transcript_QX1410.8939.1, transcript_QX1410.8945.1, transcript_QX1410.901.1, transcript_QX1410.959.1, transcript_QX1410.960.1	NIC58.6858.1	
OG0000002	transcript_QX1410.4509.1, transcript_QX1410.530.1		Transcript_B0294.3.1, Transcript_C17B7.11.1, Transcript_C39B5.3.1, Transcript_C39B5.4.1, Transcript_C39B5.7.1, Transcript_C39B5.9.1, Transcript_F07G6.6.1, Transcript_F07G6.7.1, Transcript_F09C6.15.1, Transcript_F09C6.2.1, Transcript_F09C6.6.1, Transcript_F10A3.3.1, Transcript_F31F4.15a.1, Transcript_F42G2.8.1, Transcript_F52D2.1.1, Transcript_F54B8.3.1, Transcript_F54D10.2.1, Transcript_H03G16.4.1, Transcript_T06E6.15.1, Transcript_T08E11.7.1, Transcript_T12B5.1.1, Transcript_T12B5.10.1, Transcript_T12B5.11.1, Transcript_T12B5.2.1, Transcript_T12B5.3.2, Transcript_T12B5.4.1, Transcript_T12B5.5.1, Transcript_T12B5.6b.1, Transcript_T12B5.7.1, Transcript_T12B5.8.1, Transcript_T13F3.5.1, Transcript_T20H9.1.1, Transcript_T20H9.2.1, Transcript_T20H9.3.1, Transcript_T20H9.4.1, Transcript_T24C2.4.1, Transcript_T25E12.12.1, Transcript_T28A11.21.1, Transcript_Y119D3A.1.1, Transcript_Y119D3A.2.1, Transcript_Y119D3A.3.1, Transcript_Y119D3A.4.1, Transcript_Y119D3B.19.1, Transcript_Y119D3B.22.1, Transcript_Y119D3B.4.1, Transcript_Y119D3B.6.1, Transcript_Y119D3B.7.1, Transcript_Y119D3B.8.1, Transcript_Y119D3B.9.1, Transcript_Y22D7AR.11.2, Transcript_Y22D7AR.2.1, Transcript_Y22D7AR.9.1, Transcript_Y47D3A.2.2, Transcript_Y54F10BL.1.1, Transcript_Y54F10BM.10.1, Transcript_Y54F10BM.11.2, Transcript_Y54F10BM.15.1, Transcript_Y54F10BM.20.1, Transcript_Y54F10BM.4.1, Transcript_Y54F10BM.5.1, Transcript_Y54F10BM.7.1, Transcript_Y59E1A.1.1, Transcript_Y67A10A.5.1, Transcript_Y82E9BL.10.1, Transcript_Y82E9BL.11.1, Transcript_Y82E9BL.13.1, Transcript_Y82E9BL.14.1, Transcript_Y82E9BL.15.1, Transcript_Y82E9BL.17.1, Transcript_Y82E9BL.18.1, Transcript_Y82E9BL.19.1, Transcript_Y82E9BL.4.1, Transcript_Y82E9BL.7.1, Transcript_Y82E9BL.8.1, Transcript_Y82E9BR.12.1, Transcript_ZC47.13a.1, Transcript_ZC47.14.1, Transcript_ZC47.3.2, Transcript_ZC47.4.1, Transcript_ZC47.5.1, Transcript_ZC47.6.1, Transcript_ZC47.7.1, Transcript_cTel54X.1.1, Transcript_cTel54X.2.1
OG0000003			Transcript_B0391.11a.1, Transcript_B0391.5.1, Transcript_B0391.6.1, Transcript_B0391.9.1, Transcript_B0511.3.1, Transcript_C02H6.2.1, Transcript_C08E3.10a.1, Transcript_C08E3.12.1, Transcript_C08E3.6.1, Transcript_C08E3.7.1, Transcript_C08E3.8.1, Transcript_C08E3.9.1, Transcript_C08F11.5a.1, Transcript_C25D7.4a.1, Transcript_C31C9.3.1, Transcript_C31C9.8.1, Transcript_C36C9.3.1, Transcript_C38D9.1.1, Transcript_C38D9.6.1, Transcript_C38D9.7.1, Transcript_C38D9.9.1, Transcript_F09C3.4.1, Transcript_F10A3.17.1, Transcript_F10A3.2.1, Transcript_F14H3.7.1, Transcript_F31E9.3.1, Transcript_F35E12.3.1, Transcript_F36G9.14.1, Transcript_F44G3.12.1, Transcript_F44G3.14.1, Transcript_F44G3.8b.1, Transcript_F45C12.8.1, Transcript_F47H4.4.1, Transcript_F47H4.8.1, Transcript_F47H4.9.1, Transcript_F56C3.2.1, Transcript_F57G4.10.1, Transcript_F57G4.8.1, Transcript_K03D7.7.1, Transcript_K10G4.10.1, Transcript_M162.11.1, Transcript_T06C12.4.1, Transcript_T06E6.13.1, Transcript_T09F5.11.1, Transcript_W04E12.1.1, Transcript_Y102A5C.1.1, Transcript_Y102A5C.19.1, Transcript_Y36E3A.1.1, Transcript_Y37H2A.12a.1, Transcript_Y37H2A.18.1, Transcript_Y37H2A.5b.1, Transcript_Y37H2A.6.1, Transcript_Y37H2A.7.1, Transcript_Y37H2C.3.1, Transcript_Y38A10A.4.1, Transcript_Y45F10C.3.1, Transcript_Y47H9C.10.1, Transcript_Y47H9C.12.1, Transcript_Y61B8A.4.1, Transcript_Y67A10A.4.2, Transcript_Y73B3A.15.1, Transcript_Y73B3A.22.1, Transcript_Y75B12B.1b.1, Transcript_Y75B8A.21.1, Transcript_Y9C9A.12.1, Transcript_Y9C9A.8.1, Transcript_ZK1290.9.1
OG0000004	transcript_QX1410.10762.1, transcript_QX1410.11050.1, transcript_QX1410.11621.1, transcript_QX1410.12457.1, transcript_QX1410.12724.1, transcript_QX1410.12726.1, transcript_QX1410.13227.1, transcript_QX1410.13699.1, transcript_QX1410.16027.1, transcript_QX1410.16039.1, transcript_QX1410.16148.1, transcript_QX1410.16170.1, transcript_QX1410.16249.1, transcript_QX1410.16504.1, transcript_QX1410.16597.1, transcript_QX1410.16618.1, transcript_QX1410.16890.1, transcript_QX1410.16976.1, transcript_QX1410.17014.1, transcript_QX1410.17180.1, transcript_QX1410.17202.1, transcript_QX1410.17204.1, transcript_QX1410.17229.1, transcript_QX1410.17405.1, transcript_QX1410.17410.1, transcript_QX1410.17449.1, transcript_QX1410.17478.1, transcript_QX1410.17653.1, transcript_QX1410.17764.1, transcript_QX1410.17786.1, transcript_QX1410.17804.1, transcript_QX1410.19197.1, transcript_QX1410.19411.1, transcript_QX1410.19573.1, transcript_QX1410.19588.1, transcript_QX1410.19999.1, transcript_QX1410.21285.1, transcript_QX1410.21586.1, transcript_QX1410.2308.1, transcript_QX1410.3451.1, transcript_QX1410.3802.1, transcript_QX1410.3944.1, transcript_QX1410.4170.1, transcript_QX1410.4281.1, transcript_QX1410.4336.1, transcript_QX1410.4474.1, transcript_QX1410.5668.1, transcript_QX1410.5823.1, transcript_QX1410.7163.1, transcript_QX1410.7477.1, transcript_QX1410.833.2, transcript_QX1410.9226.1, transcript_QX1410.9250.1, transcript_QX1410.9280.1, transcript_QX1410.9335.1, transcript_QX1410.9649.1		
OG0000005	transcript_QX1410.11685.1		Transcript_C16C4.6.1, Transcript_C33E10.1.1, Transcript_C33E10.8.1, Transcript_C33F10.13.1, Transcript_C44B9.6.1, Transcript_C52E2.1.1, Transcript_C52E2.6.1, Transcript_C52E2.7.1, Transcript_E04A4.1.1, Transcript_F07E5.1.1, Transcript_F08D12.10.1, Transcript_F08D12.11.1, Transcript_F08D12.15.1, Transcript_F08D12.6.1, Transcript_F08D12.8.1, Transcript_F08D12.9.1, Transcript_F09C3.3.1, Transcript_F09C3.5.1, Transcript_F15A4.13.1, Transcript_F15E6.5.1, Transcript_F29A7.1a.1, Transcript_F29A7.2.1, Transcript_F40F4.1.1, Transcript_F49B2.1.1, Transcript_F49B2.2.1, Transcript_F49B2.7.1, Transcript_F53C3.2.1, Transcript_H02I12.2.1, Transcript_H24O09.2.1, Transcript_K08E4.8.1, Transcript_M116.1.1, Transcript_M116.4.1, Transcript_R07H5.7.1, Transcript_R08C7.13.1, Transcript_R08C7.9.1, Transcript_R17.1.1, Transcript_T02G5.14.1, Transcript_T17A3.3.1, Transcript_T17A3.4.1, Transcript_T17A3.6.1, Transcript_T17A3.7.1, Transcript_W03D2.2.1, Transcript_Y17G9B.2.1, Transcript_Y17G9B.7a.1, Transcript_Y20C6A.2.1, Transcript_Y40B1B.3.1, Transcript_Y41D4A.3.1, Transcript_Y49F6B.3.1, Transcript_Y49F6B.7.1, Transcript_Y63D3A.2.1, Transcript_Y63D3A.3.1, Transcript_Y63D3A.9a.1, Transcript_Y8A9A.5.1, Transcript_ZK909.5.1
OG0000006	transcript_QX1410.10829.1, transcript_QX1410.10881.1, transcript_QX1410.10886.1, transcript_QX1410.10887.1, transcript_QX1410.12180.1, transcript_QX1410.12181.1, transcript_QX1410.12183.1, transcript_QX1410.12184.1, transcript_QX1410.12185.1, transcript_QX1410.12501.1, transcript_QX1410.12502.1, transcript_QX1410.12531.2, transcript_QX1410.14266.2, transcript_QX1410.16065.1, transcript_QX1410.17191.1, transcript_QX1410.17253.1, transcript_QX1410.17685.1, transcript_QX1410.17686.1, transcript_QX1410.17687.1, transcript_QX1410.17688.1, transcript_QX1410.19860.1, transcript_QX1410.19869.1, transcript_QX1410.19969.1, transcript_QX1410.20199.2, transcript_QX1410.20516.1, transcript_QX1410.5183.1, transcript_QX1410.5217.1, transcript_QX1410.5264.1, transcript_QX1410.5266.1, transcript_QX1410.5336.1, transcript_QX1410.5337.1, transcript_QX1410.5338.1, transcript_QX1410.5348.1, transcript_QX1410.5349.1, transcript_QX1410.5350.1, transcript_QX1410.5355.1, transcript_QX1410.5363.1, transcript_QX1410.5388.1, transcript_QX1410.5390.1, transcript_QX1410.5414.1, transcript_QX1410.5415.1, transcript_QX1410.5416.1, transcript_QX1410.5419.1, transcript_QX1410.5423.1, transcript_QX1410.5426.1, transcript_QX1410.5463.1, transcript_QX1410.6225.1, transcript_QX1410.6237.1, transcript_QX1410.7169.1, transcript_QX1410.7170.1, transcript_QX1410.8572.1, transcript_QX1410.8662.1, transcript_QX1410.9768.1		
OG0000007	transcript_QX1410.21753.1, transcript_QX1410.4505.1	NIC58.10293.1, NIC58.10319.1, NIC58.10320.2, NIC58.10321.1, NIC58.10322.1, NIC58.10323.1, NIC58.10324.1, NIC58.10325.1, NIC58.10326.1, NIC58.10327.3, NIC58.10329.2, NIC58.10330.1, NIC58.10331.1, NIC58.10332.3, NIC58.10333.1, NIC58.10334.1, NIC58.10336.3, NIC58.10337.1, NIC58.10338.1, NIC58.10339.1, NIC58.10340.1, NIC58.10341.1, NIC58.10342.1, NIC58.10343.1, NIC58.10344.1, NIC58.10345.2, NIC58.10346.1, NIC58.10347.1, NIC58.10348.2, NIC58.10349.2, NIC58.10350.1, NIC58.10351.3, NIC58.10352.1, NIC58.10353.1, NIC58.10354.2, NIC58.10355.1, NIC58.10356.1, NIC58.10550.1, NIC58.10586.1, NIC58.11121.1, NIC58.14019.1, NIC58.14022.1, NIC58.14023.1, NIC58.16648.1, NIC58.19331.1, NIC58.19412.1, NIC58.7177.1, NIC58.9402.2, NIC58.9565.1, NIC58.9705.1, NIC58.9706.2	
OG0000008	transcript_QX1410.10054.1, transcript_QX1410.10167.1, transcript_QX1410.1075.1, transcript_QX1410.10770.1, transcript_QX1410.10842.1, transcript_QX1410.10878.1, transcript_QX1410.10882.1, transcript_QX1410.10974.1, transcript_QX1410.11012.1, transcript_QX1410.11187.1, transcript_QX1410.1132.1, transcript_QX1410.11343.1, transcript_QX1410.13085.1, transcript_QX1410.13936.1, transcript_QX1410.14527.1, transcript_QX1410.17548.1, transcript_QX1410.17752.1, transcript_QX1410.17962.1, transcript_QX1410.18791.2, transcript_QX1410.1897.1, transcript_QX1410.19121.1, transcript_QX1410.19208.1, transcript_QX1410.19435.1, transcript_QX1410.19507.1, transcript_QX1410.19508.1, transcript_QX1410.19560.1, transcript_QX1410.1964.1, transcript_QX1410.19718.1, transcript_QX1410.20387.1, transcript_QX1410.20490.1, transcript_QX1410.20493.1, transcript_QX1410.20494.1, transcript_QX1410.20496.1, transcript_QX1410.21547.1, transcript_QX1410.21691.1, transcript_QX1410.2335.1, transcript_QX1410.2337.1, transcript_QX1410.2943.1, transcript_QX1410.4047.1, transcript_QX1410.5312.1, transcript_QX1410.541.1, transcript_QX1410.5538.1, transcript_QX1410.5539.1, transcript_QX1410.7259.1, transcript_QX1410.776.2, transcript_QX1410.9229.1, transcript_QX1410.9541.1, transcript_QX1410.9834.1	NIC58.9264.1	
OG0000009	transcript_QX1410.10725.1, transcript_QX1410.1080.1, transcript_QX1410.11570.1, transcript_QX1410.12983.1, transcript_QX1410.1357.1, transcript_QX1410.13888.2, transcript_QX1410.14647.1, transcript_QX1410.1474.1, transcript_QX1410.14748.1, transcript_QX1410.1502.1, transcript_QX1410.1562.1, transcript_QX1410.16015.1, transcript_QX1410.16113.1, transcript_QX1410.16182.1, transcript_QX1410.16222.1, transcript_QX1410.16301.1, transcript_QX1410.16302.1, transcript_QX1410.16550.2, transcript_QX1410.17175.1, transcript_QX1410.17329.1, transcript_QX1410.17492.1, transcript_QX1410.17635.1, transcript_QX1410.17762.1, transcript_QX1410.1795.1, transcript_QX1410.18439.1, transcript_QX1410.18536.1, transcript_QX1410.18718.1, transcript_QX1410.18719.1, transcript_QX1410.18934.1, transcript_QX1410.19113.2, transcript_QX1410.19400.2, transcript_QX1410.19619.1, transcript_QX1410.19749.1, transcript_QX1410.19827.1, transcript_QX1410.2068.1, transcript_QX1410.2069.1, transcript_QX1410.20708.1, transcript_QX1410.21368.1, transcript_QX1410.21566.1, transcript_QX1410.3993.1, transcript_QX1410.4210.1, transcript_QX1410.4308.1, transcript_QX1410.8384.1, transcript_QX1410.8664.1, transcript_QX1410.9727.1, transcript_QX1410.9755.1	NIC58.14057.1	
